title,slug,category,categorySlug,price,tag,inventory,status,image,video,gallery,variants,hues,description,seoTitle,seoDescription,seoKeywords,canonicalUrl,imageAlt,brand,sku,reviewRating,reviewCount,seoFocusKeyphrase,sortOrder,sourceProductId,sourceHandle,sourcePublishedAt
"#YB Two Gram Boutique Switch V5 Disposables","yb-two-gram-boutique-switch-v5-disposables","Carts","carts","14.5","Carts","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_6007.jpg?v=1782190607","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/3f3a5569a58f4f5cbb2f977117ca9563/3f3a5569a58f4f5cbb2f977117ca9563.HD-1080p-4.8Mbps-87184475.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_6007.jpg?v=1782190607""]","[{""name"":""Default Title"",""price"":14.5,""inventory"":999}]","[""hsl(62, 30%, 18%)"",""hsl(62, 40%, 35%)"",""hsl(62, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* #YB Two Gram Boutique Switch V5 Disposables is available in the Carts catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $14.50. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#YB Two Gram Boutique Switch V5 Disposables | FUELPACKS Carts","#YB Two Gram Boutique Switch V5 Disposables from FUELPACKS Carts. View images, video, variants, price, availability, and send your prepared order through...","Carts; #YB Two Gram Boutique Switch V5 Disposables; FUELPACKS; Telegram ordering","/products/yb-two-gram-boutique-switch-v5-disposables","#YB Two Gram Boutique Switch V5 Disposables product image from FUELPACKS","FUELPACKS","yb-two-gram-boutique-switch-v5-disposables","","","#YB Two Gram Boutique Switch V5 Disposables","10","gid://shopify/Product/10323227017512","yb-two-gram-boutique-switch-v5-disposables","2026-06-23T04:56:48Z"
"#ZL Devour Two Gram Pre-Rolls","zl-devour-two-gram-pre-rolls","Prerolls","prerolls","10.5","Prerolls","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_8791.jpg?v=1782190711","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/0f030ba8208d4b51be96f35422623999/0f030ba8208d4b51be96f35422623999.HD-1080p-4.8Mbps-87184561.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_8791.jpg?v=1782190711""]","[{""name"":""Default Title"",""price"":10.5,""inventory"":999}]","[""hsl(298, 30%, 18%)"",""hsl(298, 40%, 35%)"",""hsl(298, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* EACH PIECE HAS TWO PREROLLS EACH PREROLL HAS TWO GRAMS #ZL Devour Two Gram Pre-Rolls is available in the Prerolls catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $10.50. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ZL Devour Two Gram Pre-Rolls | FUELPACKS Prerolls","#ZL Devour Two Gram Pre-Rolls from FUELPACKS Prerolls. View images, video, variants, price, availability, and send your prepared order through Telegram...","Prerolls; #ZL Devour Two Gram Pre-Rolls; FUELPACKS; Telegram ordering","/products/zl-devour-two-gram-pre-rolls","#ZL Devour Two Gram Pre-Rolls product image from FUELPACKS","FUELPACKS","zl-devour-two-gram-pre-rolls","","","#ZL Devour Two Gram Pre-Rolls","11","gid://shopify/Product/10323227377960","zl-devour-two-gram-pre-rolls","2026-06-23T04:59:32Z"
"#YP Two Gram Fry’d + Preroll Disposables","yp-two-gram-fry-d-preroll-disposables","Carts","carts","15.5","Carts","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_8793.jpg?v=1782191001","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/fc9ae2b82f0c4f60b058c448adb1b968/fc9ae2b82f0c4f60b058c448adb1b968.HD-1080p-4.8Mbps-87184744.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_8793.jpg?v=1782191001""]","[{""name"":""Default Title"",""price"":15.5,""inventory"":999}]","[""hsl(142, 30%, 18%)"",""hsl(142, 40%, 35%)"",""hsl(142, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* #YP Two Gram Fry’d + Preroll Disposables is available in the Carts catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $15.50. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#YP Two Gram Fry’d + Preroll Disposables | FUELPACKS Carts","#YP Two Gram Fry’d + Preroll Disposables from FUELPACKS Carts. View images, video, variants, price, availability, and send your prepared order through...","Carts; #YP Two Gram Fry’d + Preroll Disposables; FUELPACKS; Telegram ordering","/products/yp-two-gram-fry-d-preroll-disposables","#YP Two Gram Fry’d + Preroll Disposables product image from FUELPACKS","FUELPACKS","yp-two-gram-fry-d-preroll-disposables","","","#YP Two Gram Fry’d + Preroll Disposables","12","gid://shopify/Product/10323227672872","yp-two-gram-fry-d-preroll-disposables","2026-06-23T05:04:07Z"
"#YD Two Gram Dame Un Besos Disposables","yd-two-gram-dame-un-besos-disposables","Carts","carts","14.5","Carts","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_8797.jpg?v=1782191182","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/3303772c9c244b878abed9cfb803ea31/3303772c9c244b878abed9cfb803ea31.HD-1080p-4.8Mbps-87184848.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_8797.jpg?v=1782191182""]","[{""name"":""Default Title"",""price"":14.5,""inventory"":999}]","[""hsl(91, 30%, 18%)"",""hsl(91, 40%, 35%)"",""hsl(91, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* #YD Two Gram Dame Un Besos Disposables is available in the Carts catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $14.50. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#YD Two Gram Dame Un Besos Disposables | FUELPACKS Carts","#YD Two Gram Dame Un Besos Disposables from FUELPACKS Carts. View images, video, variants, price, availability, and send your prepared order through...","Carts; #YD Two Gram Dame Un Besos Disposables; FUELPACKS; Telegram ordering","/products/yd-two-gram-dame-un-besos-disposables","#YD Two Gram Dame Un Besos Disposables product image from FUELPACKS","FUELPACKS","yd-two-gram-dame-un-besos-disposables","","","#YD Two Gram Dame Un Besos Disposables","13","gid://shopify/Product/10323228393768","yd-two-gram-dame-un-besos-disposables","2026-06-23T05:06:28Z"
"#ZJ Devour Powdered Donut Holes","zj-devour-powdered-donut-holes","Prerolls","prerolls","11","Prerolls","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_6059.jpg?v=1782191609","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/44c50bf53c184a69be5104fba69a03d9/44c50bf53c184a69be5104fba69a03d9.HD-1080p-4.8Mbps-87185154.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_6059.jpg?v=1782191609""]","[{""name"":""Default Title"",""price"":11,""inventory"":999}]","[""hsl(332, 30%, 18%)"",""hsl(332, 40%, 35%)"",""hsl(332, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* EACH JOINT IS TWO GRAMS EACH BOX HAS 25 JOINTS *DIAMOND COATED PREROLLS WITH LIVE ROSIN CENTER* #ZJ Devour Powdered Donut Holes is available in the Prerolls catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $11.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ZJ Devour Powdered Donut Holes | FUELPACKS Prerolls","#ZJ Devour Powdered Donut Holes from FUELPACKS Prerolls. View images, video, variants, price, availability, and send your prepared order through Telegram...","Prerolls; #ZJ Devour Powdered Donut Holes; FUELPACKS; Telegram ordering","/products/zj-devour-powdered-donut-holes","#ZJ Devour Powdered Donut Holes product image from FUELPACKS","FUELPACKS","zj-devour-powdered-donut-holes","","","#ZJ Devour Powdered Donut Holes","14","gid://shopify/Product/10323229147432","zj-devour-powdered-donut-holes","2026-06-23T05:13:52Z"
"#ZP Authentic Persy Awful Lotta Cough Syrup Snowballs","zp-authentic-persy-awful-lotta-cough-syrup-snowballs","Moonrocks/Snowcaps","moonrocks-snowcaps","95","Moonrocks/Snowcaps","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_0226.jpg?v=1782193661","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/708b9b584c3446d28dee5e655792920d/708b9b584c3446d28dee5e655792920d.HD-1080p-4.8Mbps-87186897.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_0226.jpg?v=1782193661""]","[{""name"":""OZ"",""price"":95,""inventory"":999},{""name"":""QP"",""price"":375,""inventory"":999},{""name"":""HP"",""price"":700,""inventory"":999},{""name"":""P"",""price"":1300,""inventory"":999}]","[""hsl(234, 30%, 18%)"",""hsl(234, 40%, 35%)"",""hsl(234, 50%, 60%)""]","These Snowballs are made with the most potent crosses of Lemon Cherry Gelato. These buds are coated with THCA isolate and soaked in Liquid Diamonds to ensure potency. These are perfect if you’re tryna elevate your trap 🪤 and beat your competition in Quality and Presentation. #ZP Authentic Persy Awful Lotta Cough Syrup Snowballs is available in the Moonrocks/Snowcaps catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include OZ at $95.00, QP at $375.00, HP at $700.00, P at $1300.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ZP Authentic Persy Awful Lotta Cough Syrup Snowballs |","#ZP Authentic Persy Awful Lotta Cough Syrup Snowballs from FUELPACKS Moonrocks/Snowcaps. View images, video, variants, price, availability, and send your...","Moonrocks/Snowcaps; #ZP Authentic Persy Awful Lotta Cough Syrup Snowballs; FUELPACKS; Telegram ordering","/products/zp-authentic-persy-awful-lotta-cough-syrup-snowballs","#ZP Authentic Persy Awful Lotta Cough Syrup Snowballs product image from FUELPACKS","FUELPACKS","zp-authentic-persy-awful-lotta-cough-syrup-snowballs","","","#ZP Authentic Persy Awful Lotta Cough Syrup Snowballs","15","gid://shopify/Product/10323232096552","zp-authentic-persy-awful-lotta-cough-syrup-snowballs","2026-06-23T05:49:04Z"
"#YQ Two Gram Whole Melts Phase 3 Disposables","yq-two-gram-whole-melts-phase-3-disposables-1","Carts","carts","14.5","Carts","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_7973_f576d8e3-43d4-4676-99fa-0a4e317bf73f.jpg?v=1782193849","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/9dd9ef08635e48cbaf80490926fbbf6f/9dd9ef08635e48cbaf80490926fbbf6f.HD-1080p-4.8Mbps-87187039.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_7973_f576d8e3-43d4-4676-99fa-0a4e317bf73f.jpg?v=1782193849""]","[{""name"":""Default Title"",""price"":14.5,""inventory"":999}]","[""hsl(267, 30%, 18%)"",""hsl(267, 40%, 35%)"",""hsl(267, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* #YQ Two Gram Whole Melts Phase 3 Disposables is available in the Carts catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $14.50. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#YQ Two Gram Whole Melts Phase 3 Disposables | FUELPACKS Carts","#YQ Two Gram Whole Melts Phase 3 Disposables from FUELPACKS Carts. View images, video, variants, price, availability, and send your prepared order...","Carts; #YQ Two Gram Whole Melts Phase 3 Disposables; FUELPACKS; Telegram ordering","/products/yq-two-gram-whole-melts-phase-3-disposables-1","#YQ Two Gram Whole Melts Phase 3 Disposables product image from FUELPACKS","FUELPACKS","yq-two-gram-whole-melts-phase-3-disposables-1","","","#YQ Two Gram Whole Melts Phase 3 Disposables","16","gid://shopify/Product/10323232424232","yq-two-gram-whole-melts-phase-3-disposables-1","2026-06-23T05:50:52Z"
"#ZC Two Gram Raw Garden Disposables","zc-two-gram-raw-garden-disposables","Carts","carts","14.5","Carts","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_9496.jpg?v=1782194684","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/12a730266dbb462fa27f5f94be8f8a81/12a730266dbb462fa27f5f94be8f8a81.HD-1080p-4.8Mbps-87187937.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_9496.jpg?v=1782194684""]","[{""name"":""Default Title"",""price"":14.5,""inventory"":999}]","[""hsl(65, 30%, 18%)"",""hsl(65, 40%, 35%)"",""hsl(65, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* #ZC Two Gram Raw Garden Disposables is available in the Carts catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $14.50. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ZC Two Gram Raw Garden Disposables | FUELPACKS Carts","#ZC Two Gram Raw Garden Disposables from FUELPACKS Carts. View images, video, variants, price, availability, and send your prepared order through...","Carts; #ZC Two Gram Raw Garden Disposables; FUELPACKS; Telegram ordering","/products/zc-two-gram-raw-garden-disposables","#ZC Two Gram Raw Garden Disposables product image from FUELPACKS","FUELPACKS","zc-two-gram-raw-garden-disposables","","","#ZC Two Gram Raw Garden Disposables","17","gid://shopify/Product/10323235111208","zc-two-gram-raw-garden-disposables","2026-06-23T06:05:01Z"
"#ZU Dr. Zodiak's Moonrocks","zu-dr-zodiaks-moonrocks","Moonrocks/Snowcaps","moonrocks-snowcaps","70","Moonrocks/Snowcaps","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_9498.jpg?v=1782194820","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/b328be4c921144d8ba569544167e6089/b328be4c921144d8ba569544167e6089.HD-1080p-4.8Mbps-87188059.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_9498.jpg?v=1782194820""]","[{""name"":""OZ"",""price"":70,""inventory"":999},{""name"":""QP"",""price"":275,""inventory"":999},{""name"":""HP"",""price"":500,""inventory"":999},{""name"":""P"",""price"":900,""inventory"":999}]","[""hsl(170, 30%, 18%)"",""hsl(170, 40%, 35%)"",""hsl(170, 50%, 60%)""]","*OUNCES ARE ADD ON ONLY* #ZU Dr. Zodiak's Moonrocks is available in the Moonrocks/Snowcaps catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include OZ at $70.00, QP at $275.00, HP at $500.00, P at $900.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ZU Dr. Zodiak's Moonrocks | FUELPACKS Moonrocks/Snowcaps","#ZU Dr. Zodiak's Moonrocks from FUELPACKS Moonrocks/Snowcaps. View images, video, variants, price, availability, and send your prepared order through...","Moonrocks/Snowcaps; #ZU Dr. Zodiak's Moonrocks; FUELPACKS; Telegram ordering","/products/zu-dr-zodiaks-moonrocks","#ZU Dr. Zodiak's Moonrocks product image from FUELPACKS","FUELPACKS","zu-dr-zodiaks-moonrocks","","","#ZU Dr. Zodiak's Moonrocks","18","gid://shopify/Product/10323235373352","zu-dr-zodiaks-moonrocks","2026-06-23T06:07:35Z"
"#ZT Two Gram Pack Man World Cup Disposables","zt-two-gram-pack-man-world-cup-disposables","Carts","carts","14.5","Carts","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_9500.jpg?v=1782194918","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/6db7b5fc089c44a9a32cdfeac5c9bd8b/6db7b5fc089c44a9a32cdfeac5c9bd8b.HD-1080p-4.8Mbps-87188135.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_9500.jpg?v=1782194918""]","[{""name"":""Default Title"",""price"":14.5,""inventory"":999}]","[""hsl(44, 30%, 18%)"",""hsl(44, 40%, 35%)"",""hsl(44, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* #ZT Two Gram Pack Man World Cup Disposables is available in the Carts catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $14.50. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ZT Two Gram Pack Man World Cup Disposables | FUELPACKS Carts","#ZT Two Gram Pack Man World Cup Disposables from FUELPACKS Carts. View images, video, variants, price, availability, and send your prepared order through...","Carts; #ZT Two Gram Pack Man World Cup Disposables; FUELPACKS; Telegram ordering","/products/zt-two-gram-pack-man-world-cup-disposables","#ZT Two Gram Pack Man World Cup Disposables product image from FUELPACKS","FUELPACKS","zt-two-gram-pack-man-world-cup-disposables","","","#ZT Two Gram Pack Man World Cup Disposables","19","gid://shopify/Product/10323235668264","zt-two-gram-pack-man-world-cup-disposables","2026-06-23T06:09:06Z"
"#ZV Two Gram Blinkers Flip Ice Cream Disposables","zv-two-gram-blinkers-flip-ice-cream-disposables","Carts","carts","14.5","Carts","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_9502.jpg?v=1782195020","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/2b3c3c5890fc4a238e796d45b45dc8c2/2b3c3c5890fc4a238e796d45b45dc8c2.HD-1080p-4.8Mbps-87188257.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_9502.jpg?v=1782195020""]","[{""name"":""Default Title"",""price"":14.5,""inventory"":999}]","[""hsl(61, 30%, 18%)"",""hsl(61, 40%, 35%)"",""hsl(61, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* #ZV Two Gram Blinkers Flip Ice Cream Disposables is available in the Carts catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $14.50. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ZV Two Gram Blinkers Flip Ice Cream Disposables | FUELPACKS","#ZV Two Gram Blinkers Flip Ice Cream Disposables from FUELPACKS Carts. View images, video, variants, price, availability, and send your prepared order...","Carts; #ZV Two Gram Blinkers Flip Ice Cream Disposables; FUELPACKS; Telegram ordering","/products/zv-two-gram-blinkers-flip-ice-cream-disposables","#ZV Two Gram Blinkers Flip Ice Cream Disposables product image from FUELPACKS","FUELPACKS","zv-two-gram-blinkers-flip-ice-cream-disposables","","","#ZV Two Gram Blinkers Flip Ice Cream Disposables","20","gid://shopify/Product/10323235995944","zv-two-gram-blinkers-flip-ice-cream-disposables","2026-06-23T06:10:30Z"
"#ZD Authentic Whole Melts Live Resin Sugar Takeout Edition","zd-authentic-whole-melts-live-resin-sugar-takeout-edition","Concentrates","concentrates","90","Concentrates","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_0102.jpg?v=1782195108","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/c6c5db9a858e48c1ad8919747dc35109/c6c5db9a858e48c1ad8919747dc35109.HD-1080p-4.8Mbps-87188352.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_0102.jpg?v=1782195108""]","[{""name"":""OZ"",""price"":90,""inventory"":999},{""name"":""QP"",""price"":350,""inventory"":999},{""name"":""HP"",""price"":650,""inventory"":999},{""name"":""P"",""price"":1200,""inventory"":999}]","[""hsl(203, 30%, 18%)"",""hsl(203, 40%, 35%)"",""hsl(203, 50%, 60%)""]","*Anything Lower than QP is Add On Only* #ZD Authentic Whole Melts Live Resin Sugar Takeout Edition is available in the Concentrates catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include OZ at $90.00, QP at $350.00, HP at $650.00, P at $1200.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ZD Authentic Whole Melts Live Resin Sugar Takeout Edition |","#ZD Authentic Whole Melts Live Resin Sugar Takeout Edition from FUELPACKS Concentrates. View images, video, variants, price, availability, and send your...","Concentrates; #ZD Authentic Whole Melts Live Resin Sugar Takeout Edition; FUELPACKS; Telegram ordering","/products/zd-authentic-whole-melts-live-resin-sugar-takeout-edition","#ZD Authentic Whole Melts Live Resin Sugar Takeout Edition product image from FUELPACKS","FUELPACKS","zd-authentic-whole-melts-live-resin-sugar-takeout-edition","","","#ZD Authentic Whole Melts Live Resin Sugar Takeout Edition","21","gid://shopify/Product/10323236421928","zd-authentic-whole-melts-live-resin-sugar-takeout-edition","2026-06-23T06:12:30Z"
"#YO Authentic Whole Melts Live Resin Sugar Vending Machine Edition","yo-authentic-whole-melts-live-resin-sugar-vending-machine-edition","Concentrates","concentrates","90","Concentrates","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_0349.jpg?v=1782462910","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/a600f4fddeb44094ab6e5f14d06ee3b8/a600f4fddeb44094ab6e5f14d06ee3b8.HD-1080p-4.8Mbps-87471197.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_0349.jpg?v=1782462910""]","[{""name"":""OZ"",""price"":90,""inventory"":999},{""name"":""QP"",""price"":350,""inventory"":999},{""name"":""HP"",""price"":650,""inventory"":999},{""name"":""P"",""price"":1200,""inventory"":999}]","[""hsl(279, 30%, 18%)"",""hsl(279, 40%, 35%)"",""hsl(279, 50%, 60%)""]","*Anything Lower than QP is Add On Only* The Candy Shop x Whole Melt Collab #YO Authentic Whole Melts Live Resin Sugar Vending Machine Edition is available in the Concentrates catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include OZ at $90.00, QP at $350.00, HP at $650.00, P at $1200.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#YO Authentic Whole Melts Live Resin Sugar Vending Machine","#YO Authentic Whole Melts Live Resin Sugar Vending Machine Edition from FUELPACKS Concentrates. View images, video, variants, price, availability, and...","Concentrates; #YO Authentic Whole Melts Live Resin Sugar Vending Machine Edition; FUELPACKS; Telegram ordering","/products/yo-authentic-whole-melts-live-resin-sugar-vending-machine-edition","#YO Authentic Whole Melts Live Resin Sugar Vending Machine Edition product image from FUELPACKS","FUELPACKS","yo-authentic-whole-melts-live-resin-sugar-vending-machine-edition","","","#YO Authentic Whole Melts Live Resin Sugar Vending Machine Edition","22","gid://shopify/Product/10326644883752","yo-authentic-whole-melts-live-resin-sugar-vending-machine-edition","2026-06-26T08:28:13Z"
"#YR Authentic Stellar Moonrocks","yr-authentic-stellar-moonrocks","Moonrocks/Snowcaps","moonrocks-snowcaps","75","Moonrocks/Snowcaps","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_7198.jpg?v=1782757415","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/1847eec805434d38841797a6b9e8e018/1847eec805434d38841797a6b9e8e018.HD-1080p-4.8Mbps-87695353.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_7198.jpg?v=1782757415""]","[{""name"":""OZ"",""price"":75,""inventory"":999},{""name"":""QP"",""price"":290,""inventory"":999},{""name"":""HP"",""price"":535,""inventory"":999},{""name"":""P"",""price"":975,""inventory"":999}]","[""hsl(169, 30%, 18%)"",""hsl(169, 40%, 35%)"",""hsl(169, 50%, 60%)""]","*OUNCES ARE ADD ON ONLY* #YR Authentic Stellar Moonrocks is available in the Moonrocks/Snowcaps catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include OZ at $75.00, QP at $290.00, HP at $535.00, P at $975.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#YR Authentic Stellar Moonrocks | FUELPACKS Moonrocks/Snowcaps","#YR Authentic Stellar Moonrocks from FUELPACKS Moonrocks/Snowcaps. View images, video, variants, price, availability, and send your prepared order...","Moonrocks/Snowcaps; #YR Authentic Stellar Moonrocks; FUELPACKS; Telegram ordering","/products/yr-authentic-stellar-moonrocks","#YR Authentic Stellar Moonrocks product image from FUELPACKS","FUELPACKS","yr-authentic-stellar-moonrocks","","","#YR Authentic Stellar Moonrocks","23","gid://shopify/Product/10327719903528","yr-authentic-stellar-moonrocks","2026-06-29T18:23:56Z"
